transaction_id,account_id,transaction_ts,posting_date,currency,amount,merchant_id,merchant_name,category,country,city,payment_method,status,is_refund,reference
TXN0000636,ACC0024,2025-09-20 19:32:46,2025-09-20,EUR,-312.79,M009,MegaMart,transport,NO,Oslo,BANK_TRANSFER,FAILED,1,027d8f56
TXN0000984,ACC0036,2025-07-07 14:07:52,2025-07-08,SEK,57.61,M003,StreamFlix,power,NO,Bergen,CASH,BOOKED,0,b085cb5e
TXN0000554,ACC0018,2025-07-12 17:36:53,2025-07-13,SEK,111.78,M007,SkyFly,mat,SE,Stockholm,CASH,PENDING,0,8b740a75
TXN0000472,ACC0015,2025-09-11 01:59:24,2025-09-12,USD,-29.54,M006,City Transit,Books,GB,Manchester,MOBILE_PAY,PENDING,1,4e806689
TXN0000910,ACC0020,2025/07/25 09:56,2025-07-26,SEK,447.03,M009,MegaMart,transport,GB,London,CASH,FAILED,FALSE,b55fec82
TXN0000136,ACC0020,2025-09-21 22:42:41,2025-09-23,USD,-364.13,M007,SkyFly,travel,GB,Manchester,BANK_TRANSFER,PENDING,1,053b1c81
TXN0000110,ACC0015,2025-12-15 14:35:30,2025-12-15,GBP,458.10,M006,City Transit,Groceries,DE,Munich,MOBILE_PAY,BOOKED,FALSE,2b31571c
TXN0000030,ACC0041,08-12-2025 23:12:59,2025-12-09,USD,-158.63,M006,City Transit,travel,GB,Edinburgh,MOBILE_PAY,FAILED,1,c0ed16bf
TXN0000957,ACC0002,2025-12-15 20:57:58,2025-12-17,GBP,438.60,M008,HealthPlus,internet,GB,London,CASH,FAILED,FALSE,0bd81364
TXN0001185,ACC0034,2025/06/04 10:58,2025-06-06,SEK,170.15,M005,BookBarn,utilities,NO,Oslo,BANK_TRANSFER,BOOKED,FALSE,f99657ea
TXN0000571,ACC0040,2025-09-19 11:13:05,2025-09-20,USD,333.17,M003,StreamFlix,Dining,GB,Edinburgh,CASH,BOOKED,FALSE,eb99cd79
TXN0000263,ACC0045,2025/06/11 14:55,2025-06-13,DKK,423.79,M008,HealthPlus,healthcare,NO,Trondheim,CARD,BOOKED,0,aef485a9
TXN0000328,ACC0004,2025/09/12 08:03,2025-09-12,SEK,302.98,M002,Cafe Central,health,DE,Munich,CASH,PENDING,FALSE,aa7bcc1b
TXN0000882,ACC0026,2025-09-25 00:26:15,2025/09/25,GBP,69.37,M001,Nordic Grocers,entertainment,GB,London,CASH,BOOKED,FALSE,1f914f80
TXN0000538,ACC0002,14-09-2025 14:52:25,2025-09-14,GBP,144.69,M001,Nordic Grocers,salary,DE,Munich,BANK_TRANSFER,FAILED,0,bef5bb4a
TXN0000775,ACC0046,2025-11-27 01:11:26,2025/11/27,DKK,285.04,M009,MegaMart,healthcare,NO,Bergen,CASH,FAILED,FALSE,710aad2b
TXN0000714,ACC0020,2025/10/02 00:10,2025-10-02,SEK,248.85,M008,HealthPlus,fees,NO,Oslo,CARD,BOOKED,0,b5432be2
TXN0001161,ACC0035,2025/08/03 16:16,2025/08/05,GBP,224.53,M009,MegaMart,transit,SE,Gothenburg,CASH,FAILED,FALSE,957e3f8f
TXN0000163,ACC0048,2025-06-03 18:18:28,2025-06-03,GBP,283.21,M004,PowerCo,hotel,SE,Stockholm,CASH,PENDING,FALSE,c6df5bf8
TXN0000540,ACC0037,25-07-2025 04:25:57,2025-07-25,GBP,370.38,M002,Cafe Central,Groceries,DE,Berlin,CASH,FAILED,0,af3abcc7
TXN0000235,ACC0048,2025/08/21 11:25,2025-08-21,USD,227.09,M009,MegaMart,restaurant,DK,Aarhus,CARD,PENDING,FALSE,26e22c59
TXN0001142,ACC0016,2025-08-13 10:27:01,2025-08-15,EUR,99.39,M009,MegaMart,uber,NO,Oslo,BANK_TRANSFER,FAILED,FALSE,aa39e481
TXN0001190,ACC0033,08-09-2025 05:19:13,2025-09-08,SEK,16.27,M005,BookBarn,shopping,DK,Aarhus,CASH,FAILED,FALSE,022d44f4
TXN0000659,ACC0031,2025-10-03 08:27:46,2025-10-03,EUR,396.15,M004,PowerCo,healthcare,SE,Malmo,BANK_TRANSFER,FAILED,FALSE,d4ecf181
TXN0000670,ACC0040,2025-06-27 03:34:56,2025-06-27,USD,55.96,M002,Cafe Central,streaming,DE,Munich,CARD,BOOKED,0,cff4625b
TXN0001167,ACC0022,2025-07-25 04:19:33,2025/07/25,NOK,496.78,M009,MegaMart,Books,DE,Hamburg,CASH,BOOKED,0,9e1a4172
TXN0000138,ACC0013,2025/08/17 13:47,2025/08/19,USD,-453.63,M007,SkyFly,Other,NO,Trondheim,CASH,BOOKED,1,f422387e
TXN0000830,ACC0031,2025-10-23 14:48:20,2025-10-24,GBP,-61.99,M005,BookBarn,healthcare,DK,Aarhus,BANK_TRANSFER,FAILED,1,70058a48
TXN0000805,ACC0047,2025-06-26 03:43:37,2025-06-27,GBP,407.96,M009,,streaming,SE,Gothenburg,CARD,BOOKED,0,6825703c
TXN0001020,ACC0034,2025-09-20 15:54:00,2025-09-22,NOK,220.76,M001,Nordic Grocers,flight,NO,Oslo,CARD,BOOKED,0,a2609b4f
TXN0000699,ACC0022,2025-07-07 23:47:03,2025-07-09,NOK,77.43,M001,Nordic Grocers,Groceries,DK,,MOBILE_PAY,FAILED,0,2cce7409
TXN0000604,ACC0019,2025-12-17 05:19:17,2025-12-19,SEK,337.49,M004,PowerCo,uber,DK,Aarhus,BANK_TRANSFER,PENDING,0,9197666b
TXN0001138,ACC0047,2025-12-04 02:08:08,2025-12-06,SEK,257.24,M006,City Transit,power,NO,Trondheim,CASH,BOOKED,FALSE,87ec7100
TXN0001131,ACC0015,2025-07-19 03:27:51,2025-07-20,NOK,-195.99,M008,HealthPlus,entertainment,NO,Oslo,CASH,PENDING,1,8e0099a0
TXN0000448,ACC0027,2025-08-03 00:30:56,2025-08-03,EUR,366.02,M006,City Transit,uber,SE,Gothenburg,MOBILE_PAY,FAILED,FALSE,78bafc91dup
TXN0000058,ACC0016,2025-11-09 18:41:29,2025-11-11,USD,179.83,M002,Cafe Central,GROCERY,GB,Manchester,MOBILE_PAY,PENDING,0,73a41ba5
TXN0000785,ACC0035,2025-11-03 02:16:13,2025-11-05,EUR,479.30,M001,Nordic Grocers,entertainment,GB,Manchester,CARD,FAILED,FALSE,0aefa013
TXN0000907,ACC0046,2025/09/08 02:07,2025-09-08,GBP,406.33,M005,,transport,DE,Hamburg,BANK_TRANSFER,BOOKED,0,b0c536dc
TXN0000583,ACC0006,2025-10-08 10:16:09,2025-10-08,SEK,42.84,M010,,Groceries,GB,Manchester,CARD,PENDING,0,30f6457d
TXN0000796,ACC0013,2025/09/09 21:16,2025-09-11,USD,143.13,M004,PowerCo,income,GB,London,MOBILE_PAY,FAILED,FALSE,8cde4131
TXN0000588,ACC0031,2025-08-25 15:49:15,2025-08-25,EUR,373.71,M008,HealthPlus,transit,SE,Gothenburg,CASH,FAILED,FALSE,
TXN0000914,ACC0001,2025/12/06 16:46,2025-12-06,SEK,73.11,M001,Nordic Grocers,Books,GB,Manchester,MOBILE_PAY,BOOKED,0,672b8560
TXN0000155,ACC0022,2025-10-17 16:46:14,2025-10-19,USD,404.23,M010,GadgetHub,Other,GB,Manchester,CASH,FAILED,FALSE,50a77d8b
TXN0001035,ACC0002,2025-12-11 23:02:59,2025-12-11,DKK,203.44,M007,SkyFly,mat,DE,Munich,CASH,BOOKED,0,442fbc5cdup
TXN0000741,ACC0021,2025/06/16 13:47,2025-06-18,USD,226.78,M007,SkyFly,streaming,DE,Munich,BANK_TRANSFER,PENDING,0,25342213
TXN0000484,ACC0010,2025-08-27 14:17:43,2025-08-29,GBP,334.84,M005,BookBarn,power,DK,Copenhagen,CASH,PENDING,FALSE,84adb41c
TXN0000586,ACC0014,2025-11-21 15:02:11,2025-11-23,SEK,435.24,M006,City Transit,shopping,GB,Edinburgh,BANK_TRANSFER,BOOKED,0,7ff8d180
TXN0001113,ACC0030,2025/06/02 12:37,2025-06-03,EUR,222.29,M008,HealthPlus,utilities,NO,Oslo,CARD,BOOKED,0,d1180528
TXN0000276,ACC0020,2025-11-27 23:26:21,2025-11-28,EUR,27.36,M003,StreamFlix,Other,GB,London,BANK_TRANSFER,BOOKED,FALSE,
TXN0000511,ACC0048,2025-09-01 07:14:09,2025-09-03,DKK,499.57,M008,HealthPlus,fees,DE,Hamburg,CASH,FAILED,FALSE,b0d941ed
TXN0001037,ACC0018,2025-10-10 21:18:15,2025-10-12,EUR,353.84,M009,MegaMart,flight,SE,Gothenburg,CARD,PENDING,0,c0c19055
TXN0001192,ACC0003,2025-12-29 02:40:48,2025-12-29,DKK,406.85,M005,BookBarn,GROCERY,NO,Bergen,CASH,FAILED,FALSE,
TXN0000705,ACC0009,2025-07-21 17:08:08,2025-07-22,EUR,100.13,M002,Cafe Central,Groceries,NO,Trondheim,CASH,BOOKED,FALSE,1b7eeebc
TXN0001155,ACC0045,2025-07-29 21:37:54,2025-07-30,DKK,278.52,M001,Nordic Grocers,Groceries,DE,Berlin,MOBILE_PAY,BOOKED,FALSE,50b14b9f
TXN0000945,ACC0015,2025-07-31 22:20:03,2025-08-01,USD,310.26,M001,Nordic Grocers,Dining,DE,Berlin,BANK_TRANSFER,FAILED,FALSE,f210105a
TXN0000160,ACC0009,2025-08-02 13:49:56,2025-08-04,NOK,473.73,M003,StreamFlix,uber,DE,Hamburg,CARD,FAILED,FALSE,ff57d458
TXN0000558,ACC0037,2025-10-13 01:20:58,2025-10-13,DKK,427.12,M008,HealthPlus,streaming,DK,Copenhagen,CASH,PENDING,0,61cb1725
TXN0000417,ACC0030,15-06-2025 08:54:00,2025-06-16,NOK,131.25,M004,PowerCo,restaurang,DK,Odense,CARD,PENDING,FALSE,75417315
TXN0000525,ACC0032,2025-06-24 05:00:26,2025-06-24,USD,342.66,M008,HealthPlus,Other,NO,Bergen,CASH,FAILED,FALSE,349ab4bf
TXN0000297,ACC0038,2025-07-20 19:20:34,2025-07-20,NOK,2.97,M004,PowerCo,shopping,NO,Trondheim,CASH,FAILED,FALSE,1add83ef
TXN0000549,ACC0004,2025-11-15 17:19:47,2025-11-16,SEK,308.22,M004,PowerCo,healthcare,GB,Edinburgh,BANK_TRANSFER,FAILED,FALSE,d579f2d0
TXN0000686,ACC0032,2025-06-01 00:34:02,2025/06/01,SEK,140.67,M002,Cafe Central,travel,GB,Manchester,MOBILE_PAY,BOOKED,0,55a8012f
TXN0000474,ACC0041,2025-10-12 02:07:13,2025-10-13,USD,281.79,M002,Cafe Central,restaurant,DK,Odense,BANK_TRANSFER,BOOKED,0,a89042ab
TXN0000497,ACC0028,2025-10-22 18:46:47,2025-10-22,USD,360.61,M002,Cafe Central,entertainment,DE,Munich,MOBILE_PAY,FAILED,0,7e81eefd
TXN0000864,ACC0003,2025-06-29 11:54:01,2025-06-30,USD,461.07,M006,City Transit,Dining,DK,Aarhus,MOBILE_PAY,FAILED,0,
TXN0000185,ACC0034,2025-06-16 18:54:53,2025-06-17,EUR,280.09,M009,MegaMart,health,NO,Oslo,BANK_TRANSFER,FAILED,0,3bed355c
TXN0000049,ACC0040,2025/11/26 16:24,2025-11-27,SEK,256.22,M004,PowerCo,restaurang,GB,Manchester,BANK_TRANSFER,PENDING,0,6bb47348
TXN0000407,ACC0013,2025-09-07 01:25:24,2025-09-09,EUR,-446.86,M003,StreamFlix,utilities,SE,Malmo,CARD,BOOKED,1,d2a5f66f
TXN0001047,ACC0026,2025-12-06 17:34:20,2025-12-07,USD,317.23,M007,SkyFly,transit,GB,London,MOBILE_PAY,PENDING,FALSE,41a6c923
TXN0001126,ACC0049,2025-10-13 11:20:47,2025-10-15,USD,-75.91,M008,HealthPlus,restaurant,GB,Edinburgh,MOBILE_PAY,PENDING,1,ed335b95
TXN0000085,ACC0015,2025-07-27 16:05:53,2025/07/29,NOK,130.15,M007,SkyFly,power,GB,Edinburgh,MOBILE_PAY,FAILED,FALSE,fe5b54f5
TXN0000468,ACC0017,2025-08-10 22:44:39,2025/08/12,EUR,453.26,M008,HealthPlus,shopping,DE,Hamburg,BANK_TRANSFER,FAILED,0,91677fe3
TXN0000230,ACC0013,2025-10-05 11:36:13,2025-10-05,SEK,109.65,M004,PowerCo,health,NO,Oslo,MOBILE_PAY,BOOKED,0,5cb4e6b8
TXN0000188,ACC0047,2025/10/05 02:20,2025-10-05,DKK,175.27,M010,GadgetHub,books,SE,Malmo,MOBILE_PAY,BOOKED,FALSE,d370c191
TXN0000500,ACC0007,2025-11-04 17:24:28,2025-11-06,GBP,250.84,M007,SkyFly,travel,NO,Oslo,BANK_TRANSFER,FAILED,FALSE,c67b2ae3
TXN0000736,ACC0035,2025-06-11 21:10:08,2025-06-13,DKK,233.98,M003,StreamFlix,mat,NO,Trondheim,MOBILE_PAY,PENDING,0,196a147b
TXN0000161,ACC0011,12-10-2025 01:55:39,2025-10-14,EUR,451.00,M007,SkyFly,utilities,DE,Munich,BANK_TRANSFER,FAILED,FALSE,32f40ddb
TXN0000003,ACC0041,2025-08-25 06:57:42,2025-08-25,SEK,373.00,M006,City Transit,Books,NO,Trondheim,MOBILE_PAY,BOOKED,0,dcb74f21
TXN0000467,ACC0022,2025-08-27 07:31:21,2025-08-27,NOK,200.45,M002,Cafe Central,fees,DE,Munich,BANK_TRANSFER,FAILED,0,a2821e77
TXN0000612,ACC0046,23-11-2025 23:16:19,2025-11-25,GBP,46.65,M010,GadgetHub,income,DE,Munich,CASH,FAILED,FALSE,4bc74a39
TXN0000087,ACC0035,2025-09-20 08:07:51,2025-09-22,EUR,187.78,M002,Cafe Central,entertainment,NO,Trondheim,CASH,PENDING,0,779212cc
TXN0000782,ACC0005,2025/08/06 04:06,2025/08/06,NOK,-345.35,M001,Nordic Grocers,fees,NO,Oslo,CASH,BOOKED,1,83658b72
TXN0000647,ACC0009,2025/12/10 20:15,2025-12-10,GBP,107.58,M002,Cafe Central,flight,DE,Hamburg,MOBILE_PAY,PENDING,0,
TXN0000245,ACC0034,2025-09-18 07:00:13,2025-09-19,EUR,60.05,M002,Cafe Central,utilities,DE,Munich,CARD,PENDING,0,0fb9b4ea
TXN0000841,ACC0025,2025-07-24 03:12:45,2025-07-26,DKK,313.66,M008,HealthPlus,shopping,SE,,CARD,FAILED,FALSE,852c87a0
TXN0000028,ACC0036,2025-06-30 03:39:19,2025-07-01,NOK,213.72,M008,HealthPlus,Electronics,GB,London,CASH,FAILED,0,48421599
TXN0000680,ACC0012,2025-06-02 08:41:59,2025/06/03,DKK,47.83,M010,GadgetHub,travel,SE,Malmo,MOBILE_PAY,FAILED,FALSE,
TXN0000116,ACC0012,2025-10-16 10:59:24,2025-10-16,GBP,70.34,M003,StreamFlix,entertainment,DK,Aarhus,MOBILE_PAY,BOOKED,FALSE,70cbffba
TXN0000883,ACC0044,2025-11-16 16:14:17,2025-11-17,GBP,402.82,M008,HealthPlus,grocery,GB,,CARD,BOOKED,0,bc8d29e8
TXN0000225,ACC0003,2025-10-10 18:21:59,2025-10-12,SEK,-245.47,M004,PowerCo,fees,DE,Berlin,BANK_TRANSFER,BOOKED,1,
TXN0000480,ACC0031,2025-09-08 03:25:27,2025-09-09,GBP,325.92,M007,SkyFly,flight,DK,Aarhus,MOBILE_PAY,FAILED,0,f08a1475
TXN0000979,ACC0003,2025/06/06 07:08,2025-06-07,SEK,497.08,M003,StreamFlix,health,GB,London,MOBILE_PAY,PENDING,FALSE,af289cbd
TXN0000165,ACC0015,2025-10-23 00:26:02,2025-10-23,GBP,98.98,M010,GadgetHub,mat,NO,Trondheim,CARD,BOOKED,FALSE,751b7052
TXN0000838,ACC0028,2025/07/27 22:32,2025-07-29,EUR,358.28,M007,SkyFly,streaming,DK,Odense,MOBILE_PAY,PENDING,0,8936e5ef
TXN0001187,ACC0035,2025-08-20 01:50:47,2025-08-21,NOK,207.82,M004,PowerCo,GROCERY,SE,Gothenburg,MOBILE_PAY,PENDING,FALSE,8df83c7f
TXN0000599,ACC0035,2025-07-28 10:56:03,2025-07-30,USD,254.56,M008,HealthPlus,transit,NO,Bergen,CARD,PENDING,0,11087cba
TXN0000917,ACC0007,2025/06/19 00:04,2025-06-19,USD,398.71,M009,MegaMart,Dining,NO,Oslo,CASH,BOOKED,0,8ad9a469
TXN0001093,ACC0046,2025-11-26 02:47:59,2025-11-26,SEK,473.71,M006,City Transit,transport,NO,Oslo,CARD,PENDING,FALSE,f1818449
TXN0000373,ACC0006,2025/09/24 20:42,2025/09/25,NOK,241.85,M004,PowerCo,mat,SE,Gothenburg,CASH,BOOKED,FALSE,5dbc0624
TXN0000763,ACC0016,23-08-2025 16:11:05,2025-08-25,GBP,164.48,M001,Nordic Grocers,health,DK,Odense,CASH,PENDING,FALSE,77a0f249
TXN0000464,ACC0008,2025-07-11 05:50:11,2025-07-12,NOK,230.20,M002,Cafe Central,travel,NO,Oslo,BANK_TRANSFER,PENDING,0,78a9eae8
TXN0000376,ACC0041,2025-09-19 00:03:57,2025/09/19,SEK,334.52,M002,Cafe Central,income,SE,Gothenburg,CARD,FAILED,0,67ec36f3
TXN0000270,ACC0038,2025/07/12 04:38,2025-07-12,GBP,107.26,M008,HealthPlus,grocery,DK,Copenhagen,MOBILE_PAY,PENDING,0,
TXN0000166,ACC0018,2025-11-03 02:59:30,2025-11-04,EUR,114.70,M009,,restaurang,DE,Hamburg,CASH,PENDING,FALSE,ec085d32
TXN0000728,ACC0027,2025-11-28 07:17:02,2025-11-29,GBP,345.93,M008,HealthPlus,fee,DK,Copenhagen,BANK_TRANSFER,PENDING,FALSE,
TXN0001051,ACC0002,2025-10-19 10:46:24,2025-10-21,DKK,475.47,M004,PowerCo,salary,DE,Hamburg,CARD,PENDING,0,81fc793b
TXN0000982,ACC0047,15-11-2025 05:42:09,2025-11-17,NOK,201.64,M001,Nordic Grocers,books,DK,Copenhagen,CARD,FAILED,FALSE,01e68561
TXN0000897,ACC0004,2025/09/17 23:04,2025-09-18,DKK,421.81,M005,BookBarn,income,GB,Manchester,CARD,FAILED,0,e2b2af19
TXN0000389,ACC0043,2025-08-19 23:02:43,2025/08/19,SEK,380.72,M004,,health,NO,Bergen,BANK_TRANSFER,FAILED,FALSE,e4347bce
TXN0000187,ACC0039,2025-06-07 07:56:59,2025-06-08,EUR,-79.74,,PowerCo,shopping,DE,Munich,BANK_TRANSFER,BOOKED,1,77892c62
TXN0000509,ACC0017,2025-08-08 04:02:56,2025/08/08,SEK,435.93,M007,SkyFly,restaurant,NO,Oslo,CASH,FAILED,0,7954a132
TXN0000282,ACC0024,2025-11-09 04:09:38,2025-11-11,NOK,359.38,M007,SkyFly,salary,GB,Manchester,CASH,BOOKED,0,22aac5d1
TXN0000519,ACC0033,2025-07-15 02:07:56,2025-07-15,SEK,435.34,M004,PowerCo,transit,DE,Berlin,CARD,BOOKED,FALSE,4ea33146
TXN0000569,ACC0008,2025-09-28 14:50:13,2025/09/29,GBP,297.54,M010,GadgetHub,entertainment,DK,Copenhagen,BANK_TRANSFER,PENDING,FALSE,32204df2
TXN0001124,ACC0028,2025-09-09 00:06:38,2025-09-11,USD,390.44,M009,MegaMart,travel,DK,Odense,CARD,FAILED,0,15b3408c
TXN0000255,ACC0008,2025-10-10 02:36:23,2025-10-12,GBP,162.57,M007,SkyFly,shopping,SE,Malmo,CARD,PENDING,FALSE,f36afa59
TXN0001146,ACC0014,2025-10-08 06:12:11,2025-10-09,NOK,132.90,M010,GadgetHub,internet,NO,Trondheim,MOBILE_PAY,BOOKED,0,1057cc4d
TXN0000194,ACC0047,2025-10-27 10:25:42,2025-10-29,DKK,431.57,M004,PowerCo,salary,DK,Odense,BANK_TRANSFER,BOOKED,0,4d45a235
TXN0000942,ACC0017,2025-08-07 14:48:45,2025-08-09,SEK,268.22,M005,BookBarn,books,SE,Malmo,BANK_TRANSFER,PENDING,FALSE,90c5fc05
TXN0000795,ACC0003,2025-06-20 16:12:21,2025-06-22,NOK,262.65,M009,MegaMart,salary,SE,Stockholm,BANK_TRANSFER,PENDING,0,2b8a4940
TXN0000346,ACC0041,2025-10-31 20:49:05,2025/11/01,DKK,178.24,M009,MegaMart,fees,DE,Hamburg,CARD,FAILED,FALSE,
TXN0001158,ACC0050,2025/06/02 20:43,2025-06-03,SEK,137.89,M008,HealthPlus,hotel,DE,Hamburg,MOBILE_PAY,FAILED,FALSE,16ac591b
TXN0000928,ACC0050,2025-08-17 21:28:05,2025/08/19,USD,243.86,M009,MegaMart,mat,NO,Bergen,MOBILE_PAY,BOOKED,0,36c12af3
TXN0000378,ACC0027,2025-06-13 16:32:58,2025-06-13,NOK,401.06,M010,GadgetHub,salary,NO,Trondheim,BANK_TRANSFER,FAILED,0,4c5ca5d7
TXN0000520,ACC0048,2025-07-02 12:25:30,2025/07/04,SEK,303.52,M007,SkyFly,mat,SE,Gothenburg,BANK_TRANSFER,PENDING,FALSE,91e50256
TXN0000356,ACC0004,2025/06/05 01:00,2025-06-05,USD,103.55,,StreamFlix,Dining,GB,Edinburgh,BANK_TRANSFER,PENDING,FALSE,c4e7db4f
TXN0001195,ACC0044,2025-06-18 22:27:20,2025-06-19,NOK,428.50,M002,Cafe Central,Electronics,DK,Aarhus,CARD,FAILED,0,992957ab
TXN0000846,ACC0009,2025-07-16 19:21:26,2025-07-16,NOK,202.31,M007,SkyFly,healthcare,GB,London,BANK_TRANSFER,BOOKED,0,0f6525f3
TXN0000268,ACC0011,2025-10-01 13:04:23,2025-10-02,EUR,-83.45,M009,MegaMart,fee,SE,Stockholm,BANK_TRANSFER,BOOKED,1,3f1ebfef
TXN0000811,ACC0025,2025-10-27 12:28:30,2025-10-28,DKK,349.10,M008,,flight,SE,Gothenburg,CARD,BOOKED,FALSE,42a13d94
TXN0000959,ACC0019,2025-06-24 20:37:24,2025-06-24,GBP,239.70,M009,MegaMart,travel,NO,Trondheim,CARD,PENDING,0,b16103ca
TXN0000005,ACC0041,2025/09/24 21:42,2025-09-26,EUR,121.25,M006,City Transit,grocery,DE,Hamburg,CARD,PENDING,FALSE,22f244f5
TXN0001116,ACC0048,2025/10/14 12:52,2025/10/15,DKK,138.19,M004,PowerCo,Fees,GB,Edinburgh,CARD,PENDING,0,3fce1d0b
TXN0000205,ACC0018,2025-06-13 02:33:17,2025-06-14,EUR,438.77,M010,GadgetHub,cafe,DK,Odense,CARD,PENDING,FALSE,96953b16
TXN0000277,ACC0041,15-11-2025 16:33:19,2025-11-16,NOK,212.16,M009,MegaMart,healthcare,GB,Edinburgh,MOBILE_PAY,BOOKED,0,28df3fbe
TXN0000607,ACC0016,2025-10-25 12:36:29,2025-10-27,USD,68.70,M005,BookBarn,income,SE,Malmo,MOBILE_PAY,PENDING,FALSE,92393977
TXN0000992,ACC0050,2025-06-11 10:46:22,2025-06-13,GBP,128.64,M008,,flight,DE,Munich,CARD,PENDING,0,0504c7f1
TXN0000720,ACC0032,2025-07-19 10:06:49,2025-07-19,NOK,390.12,M004,PowerCo,uber,SE,Gothenburg,MOBILE_PAY,FAILED,FALSE,ae844664
TXN0001039,ACC0009,2025-08-25 15:44:44,2025-08-26,NOK,209.51,M008,HealthPlus,salary,DE,Munich,CARD,BOOKED,0,40236c08
TXN0000510,ACC0027,2025-12-19 04:33:03,2025-12-21,DKK,428.79,M006,City Transit,Dining,NO,Oslo,CARD,PENDING,0,120fc9ce
TXN0000309,ACC0019,2025/10/13 14:50,2025/10/14,NOK,361.81,M001,Nordic Grocers,transit,GB,London,BANK_TRANSFER,PENDING,FALSE,2a6dd6ee
TXN0000622,ACC0047,2025-11-18 01:48:46,2025/11/19,EUR,479.96,M009,MegaMart,uber,DE,Munich,MOBILE_PAY,BOOKED,FALSE,
TXN0000848,ACC0019,2025/10/18 08:11,2025/10/20,GBP,-498.12,M001,Nordic Grocers,restaurant,DE,Hamburg,MOBILE_PAY,BOOKED,1,8787142e
TXN0000985,ACC0017,2025-07-28 20:39:38,2025-07-30,EUR,131.25,M006,City Transit,hotel,GB,London,CASH,PENDING,0,127a32f9
TXN0000069,ACC0007,2025-10-31 23:26:55,2025-11-01,USD,303.92,M003,StreamFlix,Groceries,SE,Stockholm,CASH,PENDING,0,aa5c9af9
TXN0000726,ACC0005,2025-08-04 01:39:58,2025-08-05,NOK,120.14,M003,StreamFlix,GROCERY,GB,Manchester,MOBILE_PAY,FAILED,FALSE,69632ca9
TXN0000931,ACC0046,2025-09-01 05:22:03,2025-09-02,SEK,89.40,M007,SkyFly,uber,GB,London,CASH,PENDING,FALSE,9204b9f2
TXN0000164,ACC0020,2025/10/12 17:38,2025-10-13,DKK,82.05,M002,Cafe Central,taxi,SE,Stockholm,CASH,FAILED,0,024fd228
TXN0000823,ACC0044,05-06-2025 04:28:47,2025-06-06,EUR,391.69,M003,StreamFlix,streaming,DK,Aarhus,CARD,PENDING,FALSE,7071ca81
TXN0000193,ACC0003,05-09-2025 01:51:42,2025-09-06,GBP,445.42,M003,,flight,DK,Copenhagen,CASH,BOOKED,FALSE,0874ac42
TXN0000940,ACC0020,2025/10/18 12:47,2025-10-20,NOK,186.88,M007,,mat,GB,Manchester,BANK_TRANSFER,BOOKED,FALSE,2ca4ed27
TXN0000900,ACC0038,2025-07-26 21:58:37,2025/07/28,EUR,211.52,M005,BookBarn,salary,DK,Odense,CARD,BOOKED,0,d76abe0f
TXN0000064,ACC0030,2025-07-21 09:33:19,2025-07-21,GBP,65.91,M008,HealthPlus,restaurant,NO,Bergen,MOBILE_PAY,PENDING,FALSE,54d13495
TXN0000911,ACC0020,2025-06-18 11:15:18,2025-06-20,EUR,91.92,M006,City Transit,internet,DK,Aarhus,CASH,FAILED,0,709f7728
TXN0000269,ACC0008,2025-07-28 11:57:38,2025-07-28,USD,209.38,M003,StreamFlix,shopping,DE,Munich,CARD,FAILED,0,f3a093cb
TXN0000641,ACC0047,2025-07-14 16:41:52,2025/07/16,USD,365.14,M003,StreamFlix,entertainment,NO,Oslo,CARD,BOOKED,FALSE,165118fe
TXN0001078,ACC0006,2025-10-05 14:48:21,2025/10/06,NOK,127.30,M010,GadgetHub,Fees,DE,Munich,BANK_TRANSFER,FAILED,0,9bd53fc9
TXN0000147,ACC0045,2025-09-23 14:54:34,2025-09-25,GBP,195.00,M002,Cafe Central,power,DE,Hamburg,CASH,FAILED,FALSE,a1086e7b
TXN0000201,ACC0003,2025-09-24 21:40:36,2025-09-24,GBP,185.55,M003,StreamFlix,uber,GB,Edinburgh,CARD,BOOKED,FALSE,2d29f438
TXN0000512,ACC0046,2025/12/28 07:07,2025-12-29,DKK,333.36,M006,City Transit,income,GB,Edinburgh,MOBILE_PAY,PENDING,FALSE,67666bed
TXN0001082,ACC0009,2025-11-03 20:43:19,2025-11-04,NOK,335.32,M006,City Transit,fees,SE,Stockholm,CARD,FAILED,FALSE,
TXN0000997,ACC0006,2025/07/13 18:28,2025-07-15,NOK,195.96,M005,BookBarn,streaming,DK,Aarhus,BANK_TRANSFER,FAILED,FALSE,5edf27ee
TXN0000435,ACC0022,2025/07/26 20:02,2025-07-26,EUR,31.35,M004,PowerCo,entertainment,SE,Stockholm,MOBILE_PAY,FAILED,0,d9a41ad0
TXN0000462,ACC0048,2025-10-30 04:54:21,2025/10/30,EUR,105.09,M008,HealthPlus,uber,GB,Edinburgh,CASH,BOOKED,0,7e75e3a5
TXN0000816,ACC0005,2025-11-19 11:28:42,2025-11-20,NOK,109.82,M008,HealthPlus,streaming,GB,Edinburgh,BANK_TRANSFER,PENDING,0,9705e929
TXN0000455,ACC0019,2025-10-17 14:24:45,2025-10-18,DKK,363.94,M001,Nordic Grocers,Groceries,DE,Munich,BANK_TRANSFER,BOOKED,0,d8be7e12
TXN0000615,ACC0035,2025-07-27 22:31:31,2025-07-28,NOK,383.71,M007,SkyFly,restaurant,NO,Oslo,MOBILE_PAY,BOOKED,0,aa3868c4
